股票代码,股票简称,最新价,最新涨跌幅,所属同花顺行业,主力资金流向[20260415],最新dde大单净额,所属概念,总股本[20260415],市盈率(pe)[20260415],主力买入金额[20260415],主力卖出金额[20260415],market_code,code
000078.SZ,海王生物,3.93,7.377049180327869,医药生物-医药商业-医药流通,47702449.0,14915916.000,流感;创新药;医药电商;仿制药一致性评价;维生素;医疗器械概念;冷链物流;粤港澳大湾区;深股通;融资融券,2631123257.00,301.725,192902189.0,145199740.0,33,000078
601179.SH,中国西电,17.39,7.345679012345688,电力设备-电网设备-输变电设备,601079020.0,446034260.000,柔性直流输电;特高压;智能电网;风电;核电;光伏概念;储能;可控核聚变;数据中心;超级电容;中字头股票;水利;东数西算(算力);高端装备;央企国企改革;量子科技;西部大开发;芯片概念;国企改革;同花顺中特估100;融资融券;沪股通,5125882352.00,70.206,1290401220.0,689322200.0,17,601179
688658.SH,悦康药业,20.36,7.270811380400415,医药生物-化学制药-化学制剂,20272378.4,31770491.800,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;生物疫苗;医药电商;智能医疗;人工智能;华为概念;融资融券;沪股通,450000000.00,-34.918,53618376.0,33345997.6,17,688658
688712.SH,北芯生命,43.0,7.231920199501244,医药生物-医疗器械-医疗耗材,29786346.9,12992824.400,科创次新股;注册制次新股;新股与次新股;融资融券,417000000.00,222.409,50812507.0,21026160.1,17,688712
301087.SZ,可孚医疗,57.52,7.213420316868602,医药生物-医疗器械-医疗设备,26283303.0,2999646.000,脑机接口;血氧仪;智能医疗;养老概念;DeepSeek概念;阿里巴巴概念;医疗器械概念;猴痘概念;腾讯概念;幽门螺杆菌概念;医药电商;流感;合成生物;跨境电商;专精特新;重组蛋白;高股息精选;融资融券;深股通,208897000.00,32.334,38266651.0,11983348.0,33,301087
300752.SZ,隆利科技,19.33,7.210205213532984,电子-光学光电子-LED,23793708.0,1371882.000,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;虚拟现实;小米概念;消费电子概念;量子科技;华为概念;小米汽车;比亚迪概念;粤港澳大湾区,228498956.00,71.513,34691250.0,10897542.0,33,300752
688655.SH,迅捷兴,35.4,7.04566071968551,电子-元件-印制电路板,19553975.0,-18592787.000,共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;智能座舱;专精特新;粤港澳大湾区;新能源汽车;机器人概念;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,133390000.00,-211.002,130994073.0,111440098.0,17,688655
688227.SH,品高股份,71.16,7.0236125733193,计算机-IT服务-IT服务Ⅲ,29607548.0,3480609.000,芯片概念;军工;东数西算(算力);华为概念;华为欧拉;信创;云计算;算力租赁;人工智能;智慧政务;AI智能体;数据要素;DeepSeek概念;区块链;数字经济;互联网金融;融资融券,113055275.00,-154.999,69786475.0,40178927.0,17,688227
920225.BJ,利通科技,27.98,6.998087954110906,基础化工-橡胶制品-其他橡胶制品,16851637.5,,地下管网;中俄贸易概念;液冷服务器;海工装备;核电;食品安全;融资融券;数据中心;页岩气;人民币贬值受益;白酒概念;高端装备;军工;专精特新,126918894.00,42.665,33230047.0,16378409.5,151,920225
002989.SZ,中天精装,27.7,6.949806949806953,建筑装饰-建筑装饰-装饰园林,10622720.0,13945117.000,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,201614841.00,-67.506,16592504.0,5969784.0,33,002989
603538.SH,美诺华,54.5,6.946624803767659,医药生物-化学制药-原料药,43804410.0,-71770300.000,减肥药;CRO概念;辅助生殖;流感;肝炎概念;合成生物;宠物经济;人民币贬值受益;沪股通;融资融券,220487848.00,93.953,466678270.0,422873860.0,17,603538
600572.SH,康恩贝,4.66,6.880733944954124,医药生物-中药-中药Ⅲ,119149140.0,79289995.000,医药电商;毛发医疗;仿制药一致性评价;流感;维生素;幽门螺杆菌概念;创新药;阿尔茨海默概念;工业大麻;眼科医疗;国企改革;智能医疗;AI应用;专精特新;沪股通;融资融券,2536895141.00,15.181,174067778.0,54918638.0,17,600572
000153.SZ,丰原药业,7.01,6.859756097560978,医药生物-化学制药-化学制剂,37837982.4,15810183.000,维生素;仿制药一致性评价;流感;眼科医疗;代糖概念;参股银行;创投,464685522.00,24.362,61399594.0,23561611.6,33,000153
300871.SZ,回盛生物,27.04,6.835242986961678,农林牧渔-养殖业-动物保健,40168729.0,28668938.000,医药电商;合成生物;创新药;宠物经济;融资融券,201784357.00,21.778,87602746.0,47434017.0,33,300871
300903.SZ,科翔股份,40.37,6.798941798941799,电子-元件-印制电路板,38180144.0,68638184.000,共封装光学(CPO);先进封装;MiniLED;存储芯片;PCB概念;汽车电子;芯片概念;消费电子概念;5G;毫米波雷达;小米概念;数据中心;专精特新;新能源汽车;比亚迪概念;充电桩;储能;血氧仪;无人机;机器人概念;军工;工业互联网;低空经济;锂电池概念;粤港澳大湾区;钠离子电池;深股通;融资融券,435386563.00,-110.124,345131669.0,306951525.0,33,300903
920046.BJ,亿能电力,25.52,6.778242677824273,电力设备-电网设备-输变电设备,-9170420.0,,抖音概念(字节概念);数据中心;高铁;储能;一带一路;光伏概念;专精特新;融资融券;智能电网,101150000.00,158.239,42510490.0,51680910.0,151,920046
601799.SH,星宇股份,131.37,6.718115353371251,汽车-汽车零部件-车身附件及饰件,76461183.0,36012949.000,无人驾驶;毫米波雷达;智能座舱;人形机器人;汽车电子;机器人概念;华为汽车;沪股通;MicroLED概念;融资融券,285679419.00,23.108,118565525.0,42104342.0,17,601799
300765.SZ,新诺威,33.56,6.675143038779407,医药生物-化学制药-原料药,22498861.0,37105041.000,减肥药;创新药;生物疫苗;维生素;回购增持再贷款概念;融资融券;深股通,1404592944.00,-195.492,96282561.0,73783700.0,33,300765
600152.SH,维科技术,12.68,6.644238856181658,电力设备-电池-锂电池,-255860489.0,-26043643.000,固态电池;锂电池概念;钠离子电池;无人机;新型烟草(电子烟);消费电子概念;储能;机器人概念;换电概念;华为概念;华为汽车;共同富裕示范区;两轮车,529079375.00,-69.376,194614091.0,450474580.0,17,600152
300972.SZ,万辰集团,207.68,6.584552219656153,商贸零售-零售-百货零售,47741919.0,22108424.200,农业种植;土地流转;乳业;海峡两岸;2025年报预增;乡村振兴;IP经济(谷子经济);股权转让(并购重组);深股通;融资融券,191293385.00,29.546,62545925.0,14804006.0,33,300972
688280.SH,精进电动,11.02,6.57640232108317,汽车-汽车零部件-底盘与发动机系统,41209660.4,22263225.600,汽车电子;减速器;专精特新;无人驾驶;比亚迪概念;新能源汽车;两轮车;融资融券,590221667.00,40.213,61884935.0,20675274.6,17,688280
688602.SH,康鹏科技,8.21,6.48508430609599,基础化工-化学制品-其他化学制品,9794375.370000001,23602844.370,有机硅概念;锂电池概念;光刻胶;固态电池;氟化工概念;超级电容;OLED;CRO概念;减肥药;融资融券,519375000.00,-70.426,18633952.0,8839576.629999999,17,688602
603355.SH,莱克电气,28.92,6.480117820324012,家用电器-小家电-小家电Ⅲ,6677463.0,6060168.000,净水概念;家用电器;人民币贬值受益;新能源汽车;机器人概念;沪股通;融资融券,573396758.00,20.024,16292920.0,9615457.0,17,603355
002606.SZ,大连电瓷,12.36,6.459948320413437,电力设备-电网设备-线缆部件及其他,7245805.0,94514306.000,特高压;虚拟电厂;储能;绿色电力;专精特新;一带一路;融资融券,439073220.00,35.275,84407528.0,77161723.0,33,002606
688795.SH,摩尔线程,639.79,6.456014243165436,电子-半导体-数字芯片设计,316104360.0,143564290.000,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券,470028217.00,-293.582,1007507880.0,691403520.0,17,688795
600707.SH,彩虹股份,7.27,6.442166910688133,电子-光学光电子-面板,100348292.0,9927866.000,OLED;人民币贬值受益;西部大开发;国企改革;融资融券;沪股通,3588389732.00,51.578,230877770.0,130529478.0,17,600707
301016.SZ,雷尔伟,24.24,6.409130816505694,机械设备-轨交设备-轨交设备Ⅲ,12919084.600000001,9338366.500,高铁;无人驾驶;高端装备;一带一路;融资融券,218400000.00,74.757,27398139.6,14479055.0,33,301016
000570.SZ,苏常柴A,6.16,6.390328151986186,机械设备-通用设备-其他通用设备,-61900442.0,79556232.000,乡村振兴;农机;参股银行;国企改革;海峡两岸;锂电池概念;2025年报预增;华为概念;无人机;固态电池;2026一季报预增,705692507.00,85.537,48488219.0,110388661.0,33,000570
920078.BJ,族兴新材,24.84,6.335616438356167,有色金属-金属新材料-其他金属新材料,2700203.799999999,,商业航天;核污染防治;专精特新;新股与次新股;融资融券,120000000.00,41.518,18668567.7,15968363.9,151,920078
301182.SZ,凯旺科技,66.61,6.320830007980848,电子-消费电子-消费电子零部件及组装,17427674.0,9731098.000,光纤概念;铜缆高速连接;消费电子概念;新能源汽车;专精特新;充电桩;高压快充;机器人概念;安防;华为概念;一带一路;融资融券,95821700.00,-94.389,62154385.0,44726711.0,33,301182
300854.SZ,中兰环保,28.67,6.303299962921776,环保-环境治理-固废治理,16921420.0,-37804064.000,粤港澳大湾区;土壤修复;固废处理;生物质能发电;碳中和;绿色电力;融资融券,100068750.00,-104.296,73966449.0,57045029.0,33,300854
688251.SH,井松智能,37.22,6.282124500285539,机械设备-通用设备-其他通用设备,31947548.0,18441619.800,数字孪生;物联网;人工智能;专精特新;机器人概念;人形机器人;智能物流;新型工业化;无人驾驶;新能源汽车;比亚迪概念;融资融券,100602465.00,113.355,38428124.0,6480576.0,17,688251
300110.SZ,华仁药业,3.41,6.230529595015582,医药生物-化学制药-化学制剂,25405872.0,21557007.000,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,1182212982.00,55.396,48564515.0,23158643.0,33,300110
001400.SZ,江顺科技,179.18,6.212211025489045,机械设备-专用设备-其他专用设备,50675160.0,34746515.000,商业航天;液冷服务器;3D打印;汽车热管理;专精特新;风电;新能源汽车;注册制次新股;新股与次新股;融资融券,60000000.00,123.193,84349944.0,33674784.0,33,001400
600488.SH,津药药业,6.6,6.109324758842441,医药生物-化学制药-化学制剂,-24165148.0,-19268849.000,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,1091886680.00,77.723,108545886.0,132711034.0,17,600488
301391.SZ,卡莱特,84.12,6.0648089774303395,计算机-计算机设备-其他计算机设备,25139774.0,5927272.000,芯片概念;机器视觉;东数西算(算力);MicroLED概念;虚拟现实;华为昇腾;AI应用;元宇宙;人工智能;深股通;融资融券,95014811.00,447.866,48984848.0,23845074.0,33,301391
688545.SH,兴福电子,53.62,6.052215189873409,电子-电子化学品-电子化学品Ⅲ,10741278.0,21935572.000,国家大基金持股;光刻胶;存储芯片;中芯国际概念;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券,360000000.00,93.334,61780822.0,51039544.0,17,688545
002840.SZ,华统股份,13.32,6.050955414012736,食品饮料-食品加工制造-肉制品,48289534.0,22754462.000,养鸡;猪肉;预制菜;碳中和;冷链物流;绿色电力;回购增持再贷款概念;深股通;融资融券,802166393.00,112.843,134686579.0,86397045.0,33,002840
601133.SH,柏诚股份,25.29,6.0377358490565936,建筑装饰-建筑装饰-专业工程,64947248.0,50035521.000,存储芯片;中芯国际概念;OLED;柔性屏(折叠屏);芯片概念;装配式建筑;沪股通;融资融券,528018424.00,75.327,125381538.0,60434290.0,17,601133
600550.SH,保变电气,15.83,6.028131279303418,电力设备-电网设备-输变电设备,188138267.0,177457982.000,柔性直流输电;特高压;智能电网;抽水蓄能;虚拟电厂;核电;超超临界发电;可控核聚变;2025年报预增;雄安新区;央企国企改革;京津冀一体化;国企改革;海峡两岸;乡村振兴;股权转让(并购重组);沪股通;融资融券,1841528480.00,122.354,367753310.0,179615043.0,17,600550
605222.SH,起帆电缆,24.86,6.0127931769722816,电力设备-电网设备-线缆部件及其他,26928129.0,23013424.000,海工装备;特高压;核电;商业航天;大飞机;军工;柔性直流输电;光伏概念;机器人概念;风电;特斯拉概念;数据中心;充电桩;沪股通,412903327.00,34.450,52167620.0,25239491.0,17,605222
300900.SZ,广联航空,42.33,6.0105184072126185,国防军工-军工装备-航空装备,48254360.0,-43096850.000,航空发动机;卫星导航;商业航天;大飞机;成飞概念;军民融合;军工;低空经济;无人机;飞行汽车(eVTOL);海工装备;高端装备;碳纤维;人形机器人;专精特新;机器人概念;黑龙江自贸区;回购增持再贷款概念;深股通;融资融券,327720334.00,598.347,465057360.0,416803000.0,33,300900
688498.SH,源杰科技,1326.66,6.006440323134829,电子-半导体-分立器件,281569740.0,147921810.000,共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,85947726.00,597.219,765769940.0,484200200.0,17,688498
301550.SZ,斯菱智驱,163.44,5.992217898832691,汽车-汽车零部件-底盘与发动机系统,57235336.0,-15316051.000,人形机器人;减速器;专精特新;新能源汽车;机器人概念;人民币贬值受益;工业互联网;农机;数字经济;深股通;融资融券,231275000.00,202.766,210919670.0,153684334.0,33,301550
688429.SH,时创能源,14.94,5.957446808510637,电力设备-光伏设备-光伏电池组件,6854909.92,2399296.320,BC电池;TOPCON电池;HJT电池;光伏概念;沪股通;融资融券,400000800.00,-17.751,10916772.6,4061862.6799999997,17,688429
300559.SZ,佳发教育,14.62,5.9420289855072355,计算机-软件开发-垂直应用软件,25907191.9,17444785.100,虚拟数字人;在线教育;多模态AI;AI智能体;阿里巴巴概念;腾讯概念;信创;职业教育;DeepSeek概念;人工智能;AI应用;华为概念;体育产业;西部大开发;深股通,399514567.00,90.104,46132032.0,20224840.1,33,300559
603097.SH,江苏华辰,34.26,5.871446229913469,电力设备-电网设备-输变电设备,-13137989.0,24240404.000,特高压;智能电网;风电;充电桩;光伏概念;储能;数据中心;军工;机器人概念;雄安新区,165163897.00,58.777,16969363.0,30107352.0,17,603097
688448.SH,磁谷科技,61.0,5.866018743491847,机械设备-通用设备-其他通用设备,9833512.899999999,12465507.800,污水处理;融资融券,71652300.00,437.753,21542629.2,11709116.3,17,688448
301122.SZ,采纳股份,31.6,5.862646566164154,医药生物-医疗器械-医疗耗材,2535194.4000000004,-882087.600,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,122245658.00,351.182,7665016.4,5129822.0,33,301122
688260.SH,昀冢科技,28.96,5.8479532163742745,电子-消费电子-消费电子零部件及组装,7979237.8999999985,12718054.500,华为概念;消费电子概念;光纤概念;无人驾驶;汽车电子;融资融券,120000000.00,-19.731,22608769.4,14629531.5,17,688260
300905.SZ,宝丽迪,38.97,5.839217816404124,基础化工-化学纤维-其他纤维,25030065.0,5769197.000,光刻胶;染料;专精特新;3D打印;足球概念;深股通;融资融券,179015696.00,49.296,83336763.0,58306698.0,33,300905
